filename,hour_of_recording,minute_of_hour,SRWA,observer,notes
SWIFT01_20220709_074753,0,50,T,ER,
SWIFT01_20220709_074753,0,10,F,ER,noise from me strapping ARU to tree during initial deployment
SWIFT01_20220709_074753,0,29,F,ER,
SWIFT01_20220709_074753,0,20,F,ER,
SWIFT01_20220709_074753,0,49,T,ER,
SWIFT01_20220709_074753,0,9,F,ER,noise from me strapping ARU to tree during initial deployment
SWIFT01_20220709_074753,0,19,F,ER,
SWIFT01_20220709_074753,0,48,T,ER,
SWIFT01_20220709_074753,0,35,F,ER,
SWIFT01_20220709_074753,0,37,F,ER,"possible SRWA present but not sure, so erred on conservative side"
SWIFT01_20220709_074753,1,50,T,ER,
SWIFT01_20220709_074753,1,26,F,ER,
SWIFT01_20220709_074753,1,29,F,ER,
SWIFT01_20220709_074753,1,20,F,ER,
SWIFT01_20220709_074753,1,56,F,ER,
SWIFT01_20220709_074753,1,51,F,ER,"call right at the end that could POSSIBLY by SRWA, but I think is MIST."
SWIFT01_20220709_074753,1,24,F,ER,
SWIFT01_20220709_074753,1,10,T,ER,
SWIFT01_20220709_074753,1,36,F,ER,
SWIFT01_20220709_074753,1,19,F,ER,
SWIFT01_20220709_094755,0,19,F,ER,
SWIFT01_20220709_094755,0,46,F,ER,
SWIFT01_20220709_094755,0,16,F,ER,noisy-- car passing
SWIFT01_20220709_094755,0,22,T,ER,
SWIFT01_20220709_094755,0,10,F,ER,
SWIFT01_20220709_094755,0,1,F,ER,
SWIFT01_20220709_094755,0,5,F,ER,
SWIFT01_20220709_094755,0,25,F,ER,
SWIFT01_20220709_094755,0,7,F,ER,
SWIFT01_20220709_094755,0,58,F,ER,
SWIFT01_20220709_094755,1,54,T,ER,
SWIFT01_20220709_094755,1,59,T,ER,
SWIFT01_20220709_094755,1,37,T,ER,
SWIFT01_20220709_094755,1,0,F,ER,
SWIFT01_20220709_094755,1,38,T,ER,
SWIFT01_20220709_094755,1,26,F,ER,
SWIFT01_20220709_094755,1,40,F,ER,
SWIFT01_20220709_094755,1,14,F,ER,
SWIFT01_20220709_094755,1,2,F,ER,
SWIFT01_20220709_094755,1,25,T,ER,
SWIFT01_20220709_114758,0,12,T,ER,
SWIFT01_20220709_114758,0,27,T,ER,
SWIFT01_20220709_114758,0,22,T,ER,
SWIFT01_20220709_114758,0,28,T,ER,
SWIFT01_20220709_114758,0,26,T,ER,
SWIFT01_20220709_114758,0,5,T,ER,
SWIFT01_20220709_114758,0,32,T,ER,
SWIFT01_20220709_114758,0,11,F,ER,
SWIFT01_20220709_114758,0,49,T,ER,
SWIFT01_20220709_114758,0,9,T,ER,
SWIFT01_20220709_114758,1,28,F,ER,
SWIFT01_20220709_114758,1,38,T,ER,
SWIFT01_20220709_114758,1,23,F,ER,
SWIFT01_20220709_114758,1,55,T,ER,
SWIFT01_20220709_114758,1,16,T,ER,
SWIFT01_20220709_114758,1,57,T,ER,
SWIFT01_20220709_114758,1,59,T,ER,
SWIFT01_20220709_114758,1,37,T,ER,
SWIFT01_20220709_114758,1,3,T,ER,
SWIFT01_20220709_114758,1,2,T,ER,
SWIFT01_20220710_080017,0,13,T,WG,
SWIFT01_20220710_080017,0,23,F,WG,
SWIFT01_20220710_080017,0,45,F,WG,
SWIFT01_20220710_080017,0,59,F,WG,
SWIFT01_20220710_080017,0,23,NA,WG,Duplicate minute
SWIFT01_20220710_080017,0,58,T,WG,
SWIFT01_20220710_080017,0,3,T,WG,
SWIFT01_20220710_080017,0,58,NA,WG,Duplicate minute
SWIFT01_20220710_080017,0,12,T,WG,
SWIFT01_20220710_080017,0,6,F,WG,
SWIFT01_20220710_080017,1,58,NA,WG,Recording ends at 1:28 when ARU was retrieved.
SWIFT01_20220710_080017,1,50,NA,WG,Recording ends at 1:28 when ARU was retrieved.
SWIFT01_20220710_080017,1,58,NA,WG,Recording ends at 1:28 when ARU was retrieved.
SWIFT01_20220710_080017,1,25,NA,WG,Voice announcement when ARU was retrieved.
SWIFT01_20220710_080017,1,33,NA,WG,Recording ends at 1:28 when ARU was retrieved.
SWIFT01_20220710_080017,1,27,NA,WG,Voice announcement when ARU was retrieved.
SWIFT01_20220710_080017,1,39,NA,WG,Recording ends at 1:28 when ARU was retrieved.
SWIFT01_20220710_080017,1,27,NA,WG,Duplicate minute.
SWIFT01_20220710_080017,1,7,T,WG,
SWIFT01_20220710_080017,1,33,NA,WG,Recording ends at 1:28 when ARU was retrieved.
SWIFT01_20220710_080017,0,56,F,WG,Replace duplicate minute selected above.  Not sure whether that faint sound is Sali or SRWA but I think it is Sali.
SWIFT01_20220710_080017,0,29,F,WG,Replace duplicate minute selected above.
SWIFT01_20220710_080017,1,7,NA,WG,Replacement for duplicate minute that is also itself a duplicate minute.
SWIFT01_20220710_080017,1,23,NA,WG,Replacement for duplicate minute.  Voice announcement when ARU was retrieved.
SWIFT01_20220709_134804,0,59,T,ER,
SWIFT01_20220709_134804,0,11,T,ER,
SWIFT01_20220709_134804,0,28,T,ER,
SWIFT01_20220709_134804,0,6,T,ER,
SWIFT01_20220709_134804,0,19,T,ER,
SWIFT01_20220709_134804,0,11,NA,ER,Duplicate minute
SWIFT01_20220709_134804,0,4,T,ER,
SWIFT01_20220709_134804,0,40,T,ER,
SWIFT01_20220709_134804,0,18,T,ER,
SWIFT01_20220709_134804,0,26,T,ER,
SWIFT01_20220709_134804,1,19,T,ER,
SWIFT01_20220709_134804,1,45,T,ER,
SWIFT01_20220709_134804,1,10,T,ER,
SWIFT01_20220709_134804,1,30,T,ER,
SWIFT01_20220709_134804,1,48,T,ER,
SWIFT01_20220709_134804,1,28,T,ER,
SWIFT01_20220709_134804,1,6,T,ER,
SWIFT01_20220709_134804,1,29,T,ER,
SWIFT01_20220709_134804,1,3,T,ER,
SWIFT01_20220709_134804,1,22,T,ER,
SWIFT01_20220709_134804,0,23,T,ER,Replacement for duplicate minute.
SWIFT01_20220709_154810,0,51,T,ER,
SWIFT01_20220709_154810,0,50,T,ER,loud traffic noise
SWIFT01_20220709_154810,0,48,T,ER,
SWIFT01_20220709_154810,0,49,F,ER,
SWIFT01_20220709_154810,0,27,T,ER,
SWIFT01_20220709_154810,0,54,T,ER,
SWIFT01_20220709_154810,0,57,T,ER,
SWIFT01_20220709_154810,0,24,T,ER,
SWIFT01_20220709_154810,0,28,T,ER,loud traffic noise
SWIFT01_20220709_154810,0,4,T,ER,
SWIFT01_20220709_154810,1,4,T,ER,
SWIFT01_20220709_154810,1,19,T,ER,
SWIFT01_20220709_154810,1,17,T,ER,
SWIFT01_20220709_154810,1,48,T,ER,
SWIFT01_20220709_154810,1,21,F,ER,
SWIFT01_20220709_154810,1,46,T,ER,
SWIFT01_20220709_154810,1,22,F,ER,
SWIFT01_20220709_154810,1,16,T,ER,
SWIFT01_20220709_154810,1,19,NA,ER,Duplicate minute.
SWIFT01_20220709_154810,1,56,T,ER,
SWIFT01_20220709_154810,1,19,NA,ER,Replacement for duplicate minute that is also itself a duplicate minute.
SWIFT01_20220709_154810,1,20,F,ER,Replacement for duplicate minute.
SWIFT01_20220710_060012,0,10,T,WG,Rain but RUFA vocalizing also.
SWIFT01_20220710_060012,0,20,F,WG,
SWIFT01_20220710_060012,0,14,T,WG,
SWIFT01_20220710_060012,0,34,F,WG,
SWIFT01_20220710_060012,0,53,T,WG,
SWIFT01_20220710_060012,0,36,T,WG,
SWIFT01_20220710_060012,0,41,T,WG,
SWIFT01_20220710_060012,0,50,F,WG,
SWIFT01_20220710_060012,0,38,T,WG,
SWIFT01_20220710_060012,0,36,NA,WG,duplicate minute
SWIFT01_20220710_060012,1,13,T,WG,
SWIFT01_20220710_060012,1,23,T,WG,
SWIFT01_20220710_060012,1,16,T,WG,
SWIFT01_20220710_060012,1,50,T,WG,
SWIFT01_20220710_060012,1,22,T,WG,
SWIFT01_20220710_060012,1,47,T,WG,
SWIFT01_20220710_060012,1,39,F,WG,
SWIFT01_20220710_060012,1,2,T,WG,
SWIFT01_20220710_060012,1,30,T,WG,
SWIFT01_20220710_060012,1,55,F,WG,
SWIFT01_20220710_060012,0,13,T,WG,Replacment for duplicate minute
SWIFT01_20220710_020002,0,12,F,WG,
SWIFT01_20220710_020002,0,55,F,WG,
SWIFT01_20220710_020002,0,30,F,WG,
SWIFT01_20220710_020002,0,37,F,WG,
SWIFT01_20220710_020002,0,18,F,WG,
SWIFT01_20220710_020002,0,2,F,WG,
SWIFT01_20220710_020002,0,18,NA,WG,duplicate minute
SWIFT01_20220710_020002,0,22,F,WG,
SWIFT01_20220710_020002,0,38,F,WG,
SWIFT01_20220710_020002,0,37,NA,WG,duplicate minute
SWIFT01_20220710_020002,1,39,F,WG,
SWIFT01_20220710_020002,1,45,F,WG,
SWIFT01_20220710_020002,1,39,NA,WG,duplicate minute
SWIFT01_20220710_020002,1,26,F,WG,
SWIFT01_20220710_020002,1,25,F,WG,
SWIFT01_20220710_020002,1,44,F,WG,
SWIFT01_20220710_020002,1,21,F,WG,
SWIFT01_20220710_020002,1,5,F,WG,
SWIFT01_20220710_020002,1,52,F,WG,
SWIFT01_20220710_020002,1,59,F,WG,
SWIFT01_20220710_020002,0,19,F,WG,replacement for duplicate minute
SWIFT01_20220710_020002,0,31,F,WG,replacement for duplicate minute
SWIFT01_20220710_020002,1,48,F,WG,replacement for duplicate minute
SWIFT01_20220710_040005,0,34,F,WG,From now on we will try listening to only 5 random minutes per hour.
SWIFT01_20220710_040005,0,44,F,WG,
SWIFT01_20220710_040005,0,51,F,WG,
SWIFT01_20220710_040005,0,8,F,WG,
SWIFT01_20220710_040005,0,18,F,WG,
SWIFT01_20220710_040005,1,13,F,WG,
SWIFT01_20220710_040005,1,21,F,WG,
SWIFT01_20220710_040005,1,4,F,WG,
SWIFT01_20220710_040005,1,0,F,WG,
SWIFT01_20220710_040005,1,19,F,WG,
SWIFT01_20220709_174813,0,17,F,ER,may have SRWA but too distant/faint to tell
SWIFT01_20220709_174813,0,17,NA,ER,Duplicate minute.
SWIFT01_20220709_174813,0,11,T,ER,
SWIFT01_20220709_174813,0,38,T,ER,
SWIFT01_20220709_174813,0,44,T,ER,
SWIFT01_20220709_174813,0,37,T,ER,Replacement for duplicate minute
SWIFT01_20220709_174813,1,46,F,ER,"loud orthoptera, light rain"
SWIFT01_20220709_174813,1,19,T,ER, 
SWIFT01_20220709_174813,1,7,T,ER,
SWIFT01_20220709_174813,1,51,F,ER,"loud orthoptera, light rain"
SWIFT01_20220709_174813,1,29,F,ER,
SWIFT01_20220709_194818,0,32,F,ER,
SWIFT01_20220709_194818,0,19,F,ER,
SWIFT01_20220709_194818,0,12,F,ER,
SWIFT01_20220709_194818,0,45,F,ER,
SWIFT01_20220709_194818,0,13,F,ER,
SWIFT01_20220709_194818,1,6,F,ER,
SWIFT01_20220709_194818,1,52,F,ER,
SWIFT01_20220709_194818,1,53,F,ER,"mystery ""bat"" sound!"
SWIFT01_20220709_194818,1,51,F,ER,
SWIFT01_20220709_194818,1,27,F,ER,
SWIFT01_20220709_214824,0,41,F,ER,
SWIFT01_20220709_214824,0,17,F,ER,
SWIFT01_20220709_214824,0,23,NA,ER,loud fireworks in the background
SWIFT01_20220709_214824,0,29,F,ER,
SWIFT01_20220709_214824,0,14,F,ER,
SWIFT01_20220709_214824,1,42,F,ER,
SWIFT01_20220709_214824,1,11,F,ER,
SWIFT01_20220709_214824,1,18,F,ER,
SWIFT01_20220709_214824,1,28,F,ER,
SWIFT01_20220709_214824,1,33,F,ER,
SWIFT01_20220709_234829,0,8,F,ER,
SWIFT01_20220709_234829,0,14,NA,ER,Recording ends at 00:10:30
SWIFT01_20220709_234829,0,30,NA,ER,Recording ends at 00:10:30
SWIFT01_20220709_234829,0,39,NA,ER,Recording ends at 00:10:30
SWIFT01_20220709_234829,0,26,NA,ER,Recording ends at 00:10:30
SWIFT02_20220710_082706,0,29,F,ER,
SWIFT02_20220710_082706,0,38,F,ER,
SWIFT02_20220710_082706,0,30,F,ER,
SWIFT02_20220710_082706,0,36,F,ER,
SWIFT02_20220710_082706,0,16,NA,ER,Noise from ARU deployment
SWIFT02_20220710_082706,1,36,T,ER,
SWIFT02_20220710_082706,1,41,T,ER,
SWIFT02_20220710_082706,1,32,F,ER,"Possibly present, but too faint to tell"
SWIFT02_20220710_082706,1,0,F,ER,
SWIFT02_20220710_082706,1,20,F,ER,
SWIFT02_20220710_102714,0,0,T,ER,
SWIFT02_20220710_102714,0,35,F,ER,Possible but too faint to tell; loud white noise
SWIFT02_20220710_102714,0,30,F,ER,Very likely SRWA but too faint to tell
SWIFT02_20220710_102714,0,3,T,ER,
SWIFT02_20220710_102714,0,31,F,ER,
SWIFT02_20220710_102714,1,13,F,ER,possible but too faint to tell
SWIFT02_20220710_102714,1,0,T,ER,
SWIFT02_20220710_102714,1,22,T,ER,
SWIFT02_20220710_102714,1,16,F,ER,
SWIFT02_20220710_102714,1,13,NA,ER,Duplicate minute
SWIFT02_20220710_102714,1,4,T,ER,Replacement for duplicate minute
SWIFT02_20220710_122724,0,47,F,ER,
SWIFT02_20220710_122724,0,13,T,ER,
SWIFT02_20220710_122724,0,25,T,ER,
SWIFT02_20220710_122724,0,43,F,ER,
SWIFT02_20220710_122724,0,3,T,ER,
SWIFT02_20220710_122724,1,41,F,ER,
SWIFT02_20220710_122724,1,21,F,ER,"borderline too noisy to survey, but I erred on the side of inclusion"
SWIFT02_20220710_122724,1,12,T,ER,
SWIFT02_20220710_122724,1,57,F,ER,possible but too faint to tell
SWIFT02_20220710_122724,1,42,F,ER,
SWIFT02_20220710_142730,0,42,T,ER,
SWIFT02_20220710_142730,0,26,F,ER,
SWIFT02_20220710_142730,0,45,T,ER,
SWIFT02_20220710_142730,0,8,T,ER,
SWIFT02_20220710_142730,0,21,F,ER,
SWIFT02_20220710_142730,1,29,T,ER,
SWIFT02_20220710_142730,1,43,T,ER,
SWIFT02_20220710_142730,1,54,T,ER,
SWIFT02_20220710_142730,1,59,T,ER,
SWIFT02_20220710_142730,1,1,T,ER,
SWIFT02_20220710_162733,0,5,T,ER,
SWIFT02_20220710_162733,0,16,F,ER,"possible, but I think Sali not SRWA"
SWIFT02_20220710_162733,0,51,F,ER,unsure whether sali or SRWA
SWIFT02_20220710_162733,0,34,T,ER,
SWIFT02_20220710_162733,0,8,F,ER,unsure whether sali or SRWA
SWIFT02_20220710_162733,1,11,F,ER,unsure whether sali or SRWA
SWIFT02_20220710_162733,1,53,F,ER,
SWIFT02_20220710_162733,1,20,F,ER,
SWIFT02_20220710_162733,1,15,T,ER,
SWIFT02_20220710_162733,1,30,F,ER,
SWIFT02_20220710_182739,0,50,F,ER,
SWIFT02_20220710_182739,0,22,F,ER,possible SRWA but too faint to tell
SWIFT02_20220710_182739,0,41,F,ER,
SWIFT02_20220710_182739,0,23,F,ER,possible SRWA but too faint to tell
SWIFT02_20220710_182739,0,1,F,ER,
SWIFT02_20220710_182739,1,39,F,ER,
SWIFT02_20220710_182739,1,53,F,ER,
SWIFT02_20220710_182739,1,2,F,ER,
SWIFT02_20220710_182739,1,22,F,ER,
SWIFT02_20220710_182739,1,31,F,ER,
SWIFT01_20220710_000000,0,44,F,WG,
SWIFT01_20220710_000000,0,4,F,WG,
SWIFT01_20220710_000000,0,53,F,WG,
SWIFT01_20220710_000000,0,12,F,WG,
SWIFT01_20220710_000000,0,16,F,WG,
SWIFT01_20220710_000000,1,22,F,WG,
SWIFT01_20220710_000000,1,19,F,WG,
SWIFT01_20220710_000000,1,6,F,WG,
SWIFT01_20220710_000000,1,36,F,WG,
SWIFT01_20220710_000000,1,11,F,WG,
SWIFT02_20220709_064425,0,50,F,WG,I think the chatter sound is WHTE not SRWA
SWIFT02_20220709_064425,0,22,F,WG,
SWIFT02_20220709_064425,0,12,F,WG,
SWIFT02_20220709_064425,0,43,F,WG,
SWIFT02_20220709_064425,0,14,F,WG,
SWIFT02_20220709_064425,1,13,F,WG,
SWIFT02_20220709_064425,1,49,F,WG,
SWIFT02_20220709_064425,1,10,F,WG,
SWIFT02_20220709_064425,1,11,F,WG,I think the chattery sounds were Sali
SWIFT02_20220709_064425,1,57,F,WG,
SWIFT02_20220709_084434,0,20,F,WG,Possible SRWA but too faint to be sure
SWIFT02_20220709_084434,0,33,F,WG,
SWIFT02_20220709_084434,0,8,F,WG,
SWIFT02_20220709_084434,0,7,F,WG,
SWIFT02_20220709_084434,0,30,F,WG,
SWIFT02_20220709_084434,1,15,F,WG,
SWIFT02_20220709_084434,1,1,F,WG,
SWIFT02_20220709_084434,1,21,F,WG,
SWIFT02_20220709_084434,1,25,F,WG,Possible SRWA but too faint to be sure
SWIFT02_20220709_084434,1,6,F,WG,
SWIFT02_20220709_104440,0,22,F,WG,
SWIFT02_20220709_104440,0,45,F,WG,
SWIFT02_20220709_104440,0,44,F,WG,
SWIFT02_20220709_104440,0,39,F,WG,
SWIFT02_20220709_104440,0,30,F,WG,
SWIFT02_20220709_104440,1,8,F,WG,
SWIFT02_20220709_104440,1,47,T,WG,
SWIFT02_20220709_104440,1,19,F,WG,
SWIFT02_20220709_104440,1,49,T,WG,
SWIFT02_20220709_104440,1,37,T,WG,
SWIFT02_20220710_202746,0,53,F,ER,
SWIFT02_20220710_202746,0,56,F,ER,
SWIFT02_20220710_202746,0,45,F,ER,
SWIFT02_20220710_202746,0,6,F,ER,
SWIFT02_20220710_202746,0,20,F,ER,
SWIFT02_20220710_202746,1,50,F,ER,
SWIFT02_20220710_202746,1,59,F,ER,
SWIFT02_20220710_202746,1,44,F,ER,
SWIFT02_20220710_202746,1,42,F,ER,
SWIFT02_20220710_202746,1,40,F,ER,
SWIFT02_20220710_222751,0,6,F,ER,
SWIFT02_20220710_222751,0,14,F,ER,
SWIFT02_20220710_222751,0,42,F,ER,
SWIFT02_20220710_222751,0,47,F,ER,
SWIFT02_20220710_222751,0,10,F,ER,
SWIFT02_20220710_222751,1,31,NA,ER,recording ends at 01:31:06
SWIFT02_20220710_222751,1,29,F,ER,
SWIFT02_20220710_222751,1,16,F,ER,
SWIFT02_20220710_222751,1,47,NA,ER,recording ends at 01:31:06
SWIFT02_20220710_222751,1,4,F,ER,
SWIFT02_20220709_124445,0,30,F,WG,
SWIFT02_20220709_124445,0,39,F,WG,
SWIFT02_20220709_124445,0,24,F,WG,
SWIFT02_20220709_124445,0,15,F,WG,
SWIFT02_20220709_124445,0,1,F,WG,
SWIFT02_20220709_124445,1,37,F,WG,
SWIFT02_20220709_124445,1,33,F,WG,
SWIFT02_20220709_124445,1,4,F,WG,
SWIFT02_20220709_124445,1,46,F,WG,
SWIFT02_20220709_124445,1,52,F,WG,
SWIFT02_20220709_144452,0,26,F,WG,
SWIFT02_20220709_144452,0,49,F,WG,
SWIFT02_20220709_144452,0,30,F,WG,
SWIFT02_20220709_144452,0,58,F,WG,
SWIFT02_20220709_144452,0,6,F,WG,
SWIFT02_20220709_144452,1,12,F,WG,
SWIFT02_20220709_144452,1,49,F,WG,
SWIFT02_20220709_144452,1,26,T,WG,
SWIFT02_20220709_144452,1,42,F,WG,
SWIFT02_20220709_144452,1,59,F,WG,
SWIFT02_20220709_164455,0,1,F,WG,
SWIFT02_20220709_164455,0,29,F,WG,
SWIFT02_20220709_164455,0,42,T,WG,
SWIFT02_20220709_164455,0,52,F,WG,
SWIFT02_20220709_164455,0,19,T,WG,
SWIFT02_20220709_164455,1,2,F,WG,
SWIFT02_20220709_164455,1,32,T,WG,
SWIFT02_20220709_164455,1,30,T,WG,
SWIFT02_20220709_164455,1,35,T,WG,
SWIFT02_20220709_164455,1,16,F,WG,
SWIFT02_20220709_184503,0,52,F,WG,Minor rain.  I could hear fine but the rain might have discouraged the birds from singing.
SWIFT02_20220709_184503,0,49,F,WG,Minor rain.  I could hear fine but the rain might have discouraged the birds from singing.
SWIFT02_20220709_184503,0,16,F,WG,
SWIFT02_20220709_184503,0,28,F,WG,
SWIFT02_20220709_184503,0,48,F,WG,Minor rain.  I could hear fine but the rain might have discouraged the birds from singing.
SWIFT02_20220709_184503,1,36,F,WG,
SWIFT02_20220709_184503,1,38,F,WG,
SWIFT02_20220709_184503,1,22,F,WG,
SWIFT02_20220709_184503,1,39,F,WG,
SWIFT02_20220709_184503,1,19,F,WG,
SWIFT02_20220711_000000,0,22,F,ER,
SWIFT02_20220711_000000,0,54,F,ER,
SWIFT02_20220711_000000,0,39,F,ER,
SWIFT02_20220711_000000,0,59,F,ER,
SWIFT02_20220711_000000,0,2,F,ER,
SWIFT02_20220711_000000,1,21,F,ER,
SWIFT02_20220711_000000,1,3,F,ER,
SWIFT02_20220711_000000,1,9,F,ER,
SWIFT02_20220711_000000,1,43,F,ER,
SWIFT02_20220711_000000,1,59,F,ER,
SWIFT02_20220711_020007,0,6,F,ER,
SWIFT02_20220711_020007,0,24,F,ER,"loud orthoptera, but above SRWA frequency range"
SWIFT02_20220711_020007,0,19,F,ER,"loud orthoptera, but above SRWA frequency range"
SWIFT02_20220711_020007,0,48,F,ER,
SWIFT02_20220711_020007,0,6,NA,ER,Duplicate minute
SWIFT02_20220711_020007,0,53,F,ER,Replacement for duplicate minute
SWIFT02_20220711_020007,1,46,F,ER,
SWIFT02_20220711_020007,1,48,F,ER,brief bird sp.
SWIFT02_20220711_020007,1,3,F,ER,
SWIFT02_20220711_020007,1,5,F,ER,
SWIFT02_20220711_020007,1,13,F,ER,
SWIFT02_20220709_204505,0,20,F,WG,
SWIFT02_20220709_204505,0,59,F,WG,
SWIFT02_20220709_204505,0,7,F,WG,
SWIFT02_20220709_204505,0,49,F,WG,
SWIFT02_20220709_204505,0,20,F,WG,
SWIFT02_20220709_204505,1,19,F,WG,
SWIFT02_20220709_204505,1,25,F,WG,
SWIFT02_20220709_204505,1,1,F,WG,
SWIFT02_20220709_204505,1,42,F,WG,
SWIFT02_20220709_204505,1,19,F,WG,
SWIFT02_20220709_224508,0,0,F,WG,
SWIFT02_20220709_224508,0,18,F,WG,
SWIFT02_20220709_224508,0,56,F,WG,
SWIFT02_20220709_224508,0,11,F,WG,
SWIFT02_20220709_224508,0,56,NA,WG,duplicate minute
SWIFT02_20220709_224508,0,28,F,WG,replacement for duplicate minute
SWIFT02_20220709_224508,1,11,F,WG,
SWIFT02_20220709_224508,1,46,NA,WG,recording ends at 1:13
SWIFT02_20220709_224508,1,9,F,WG,
SWIFT02_20220709_224508,1,31,NA,WG,recording ends at 1:13
SWIFT02_20220709_224508,1,11,NA,WG,duplicate minute
SWIFT02_20220709_224508,1,6,F,WG,replacement for duplicate minute
SWIFT02_20220711_040012,0,12,F,ER,
SWIFT02_20220711_040012,0,23,F,ER,
SWIFT02_20220711_040012,0,10,F,ER,
SWIFT02_20220711_040012,0,47,F,ER,
SWIFT02_20220711_040012,0,20,F,ER,
SWIFT02_20220711_040012,1,16,F,ER,"75% sure there's a SRWA here, but background noise is a bit too loud."
SWIFT02_20220711_040012,1,2,F,ER,
SWIFT02_20220711_040012,1,10,F,ER,
SWIFT02_20220711_040012,1,52,T,ER,
SWIFT02_20220711_040012,1,48,T,ER,
SWIFT02_20220710_000000,0,50,F,WG,
SWIFT02_20220710_000000,0,53,F,WG,
SWIFT02_20220710_000000,0,45,F,WG,
SWIFT02_20220710_000000,0,16,T,WG,
SWIFT02_20220710_000000,0,20,F,WG,
SWIFT02_20220710_000000,1,3,F,WG,
SWIFT02_20220710_000000,1,6,F,WG,
SWIFT02_20220710_000000,1,43,NA,WG,rain
SWIFT02_20220710_000000,1,35,F,WG,
SWIFT02_20220710_000000,1,41,NA,WG,rain
SWIFT02_20220710_040013,0,3,F,WG,
SWIFT02_20220710_040013,0,44,F,WG,
SWIFT02_20220710_040013,0,38,F,WG,
SWIFT02_20220710_040013,0,25,F,WG,
SWIFT02_20220710_040013,0,34,F,WG,
SWIFT02_20220710_040013,1,10,F,WG,
SWIFT02_20220710_040013,1,58,F,WG,minor rain.  Can still hear ok.
SWIFT02_20220710_040013,1,25,F,WG,
SWIFT02_20220710_040013,1,39,T,WG,
SWIFT02_20220710_040013,1,41,T,WG,
SWIFT02_20220711_060014,0,57,F,ER,
SWIFT02_20220711_060014,0,14,F,ER,people talking on recording in background
SWIFT02_20220711_060014,0,13,F,ER,people talking on recording in background
SWIFT02_20220711_060014,0,14,NA,ER,duplicate minute
SWIFT02_20220711_060014,0,31,F,ER,
SWIFT02_20220711_060014,0,5,F,ER,replacement for duplicate minute
SWIFT02_20220711_060014,1,55,F,ER,
SWIFT02_20220711_060014,1,4,F,ER,
SWIFT02_20220711_060014,1,1,F,ER,
SWIFT02_20220711_060014,1,6,F,ER,
SWIFT02_20220711_060014,1,33,F,ER,
SWIFT02_20220710_020005,0,24,F,WG,
SWIFT02_20220710_020005,0,7,F,WG,minor rain.  Can still hear ok.
SWIFT02_20220710_020005,0,27,F,WG,minor rain.  Can still hear ok.
SWIFT02_20220710_020005,0,31,F,WG,minor rain.  Can still hear ok.
SWIFT02_20220710_020005,0,55,F,WG,
SWIFT02_20220710_020005,1,15,F,WG,
SWIFT02_20220710_020005,1,45,F,WG,
SWIFT02_20220710_020005,1,54,F,WG,
SWIFT02_20220710_020005,1,20,F,WG,
SWIFT02_20220710_020005,1,56,F,WG,
SWIFT03_20220711_000000,0,30,F,ER,
SWIFT03_20220711_000000,0,47,F,ER,
SWIFT03_20220711_000000,0,5,F,ER,
SWIFT03_20220711_000000,0,57,F,ER,
SWIFT03_20220711_000000,0,57,NA,ER,Duplicate minute
SWIFT03_20220711_000000,0,15,F,ER,Replacement for duplicate minute
SWIFT03_20220711_000000,1,44,F,ER,
SWIFT03_20220711_000000,1,41,F,ER,
SWIFT03_20220711_000000,1,23,F,ER,
SWIFT03_20220711_000000,1,16,F,ER,
SWIFT03_20220711_000000,1,9,F,ER,
SWIFT03_20220711_020004,0,42,F,ER,
SWIFT03_20220711_020004,0,48,F,ER,"bird sp, don't think it's SRWA but not sure"
SWIFT03_20220711_020004,0,34,F,ER,bird sp.
SWIFT03_20220711_020004,0,0,F,ER,
SWIFT03_20220711_020004,0,50,F,ER,
SWIFT03_20220711_020004,1,2,F,ER,
SWIFT03_20220711_020004,1,50,F,ER,
SWIFT03_20220711_020004,1,10,F,ER,
SWIFT03_20220711_020004,1,10,NA,ER,Duplicate minute
SWIFT03_20220711_020004,1,44,F,ER,Replacement for duplicate minute
SWIFT03_20220711_020004,1,31,F,ER,
SWIFT03_20220711_040007,0,45,F,ER,
SWIFT03_20220711_040007,0,18,F,ER,
SWIFT03_20220711_040007,0,23,F,ER,
SWIFT03_20220711_040007,0,55,F,ER,
SWIFT03_20220711_040007,0,12,F,ER,
SWIFT03_20220711_040007,1,19,T,ER,
SWIFT03_20220711_040007,1,5,F,ER,
SWIFT03_20220711_040007,1,50,T,ER,
SWIFT03_20220711_040007,1,10,F,ER,
SWIFT03_20220711_040007,1,49,T,ER,
SWIFT02_20220710_060018,0,22,F,WG,moderate rain
SWIFT02_20220710_060018,0,8,F,WG,rain
SWIFT02_20220710_060018,0,33,F,WG,light rain
SWIFT02_20220710_060018,0,18,F,WG,light rain
SWIFT02_20220710_060018,0,4,NA,WG,rain too heavy to hear
SWIFT02_20220710_060018,1,53,F,WG,
SWIFT02_20220710_060018,1,33,F,WG,
SWIFT02_20220710_060018,1,17,F,WG,
SWIFT02_20220710_060018,1,39,F,WG,Megapode
SWIFT02_20220710_060018,1,26,F,WG,
SWIFT02_20220710_080021,0,25,NA,WG,Recording is only 16 minutes long
SWIFT02_20220710_080021,0,35,NA,WG,Recording is only 16 minutes long
SWIFT02_20220710_080021,0,4,F,WG,
SWIFT02_20220710_080021,0,18,NA,WG,Recording is only 16 minutes long
SWIFT02_20220710_080021,0,11,NA,WG,Handling noise
SWIFT02_20220710_080021,1,11,NA,WG,Recording is only 16 minutes long
